ACPL211 StbFG,Time,Celsius(�C),Serial Number
1,2022-05-20 15:30:44,8.5,000052800
2,2022-05-20 15:45:44,6.5
3,2022-05-20 16:00:44,5.5
4,2022-05-20 16:15:44,5.0
5,2022-05-20 16:30:44,5.0
6,2022-05-20 16:45:44,5.0
7,2022-05-20 17:00:44,5.0
8,2022-05-20 17:15:44,5.0
9,2022-05-20 17:30:44,5.0
10,2022-05-20 17:45:44,5.0
11,2022-05-20 18:00:44,5.0
12,2022-05-20 18:15:44,5.0
13,2022-05-20 18:30:44,5.0
14,2022-05-20 18:45:44,5.0
15,2022-05-20 19:00:44,5.0
16,2022-05-20 19:15:44,5.0
17,2022-05-20 19:30:44,5.0
18,2022-05-20 19:45:44,5.0
19,2022-05-20 20:00:44,5.0
20,2022-05-20 20:15:44,5.0
21,2022-05-20 20:30:44,5.0
22,2022-05-20 20:45:44,5.0
23,2022-05-20 21:00:44,5.0
24,2022-05-20 21:15:44,5.0
25,2022-05-20 21:30:44,5.0
26,2022-05-20 21:45:44,5.0
27,2022-05-20 22:00:44,5.0
28,2022-05-20 22:15:44,5.0
29,2022-05-20 22:30:44,5.0
30,2022-05-20 22:45:44,5.0
31,2022-05-20 23:00:44,5.0
32,2022-05-20 23:15:44,5.0
33,2022-05-20 23:30:44,5.0
34,2022-05-20 23:45:44,5.0
35,2022-05-21 00:00:44,5.0
36,2022-05-21 00:15:44,5.0
37,2022-05-21 00:30:44,5.0
38,2022-05-21 00:45:44,5.0
39,2022-05-21 01:00:44,5.0
40,2022-05-21 01:15:44,5.0
41,2022-05-21 01:30:44,5.0
42,2022-05-21 01:45:44,5.0
43,2022-05-21 02:00:44,5.0
44,2022-05-21 02:15:44,5.0
45,2022-05-21 02:30:44,5.0
46,2022-05-21 02:45:44,5.0
47,2022-05-21 03:00:44,5.0
48,2022-05-21 03:15:44,5.0
49,2022-05-21 03:30:44,5.0
50,2022-05-21 03:45:44,5.0
51,2022-05-21 04:00:44,5.0
52,2022-05-21 04:15:44,5.0
53,2022-05-21 04:30:44,5.0
54,2022-05-21 04:45:44,5.0
55,2022-05-21 05:00:44,5.0
56,2022-05-21 05:15:44,5.0
57,2022-05-21 05:30:44,5.0
58,2022-05-21 05:45:44,5.0
59,2022-05-21 06:00:44,5.0
60,2022-05-21 06:15:44,5.0
61,2022-05-21 06:30:44,5.0
62,2022-05-21 06:45:44,5.0
63,2022-05-21 07:00:44,5.0
64,2022-05-21 07:15:44,5.0
65,2022-05-21 07:30:44,5.0
66,2022-05-21 07:45:44,5.0
67,2022-05-21 08:00:44,5.0
68,2022-05-21 08:15:44,5.0
69,2022-05-21 08:30:44,5.0
70,2022-05-21 08:45:44,5.0
71,2022-05-21 09:00:44,5.0
72,2022-05-21 09:15:44,5.0
73,2022-05-21 09:30:44,5.0
74,2022-05-21 09:45:44,5.0
75,2022-05-21 10:00:44,5.0
76,2022-05-21 10:15:44,5.0
77,2022-05-21 10:30:44,5.0
78,2022-05-21 10:45:44,5.0
79,2022-05-21 11:00:44,5.0
80,2022-05-21 11:15:44,5.0
81,2022-05-21 11:30:44,5.0
82,2022-05-21 11:45:44,5.0
83,2022-05-21 12:00:44,5.0
84,2022-05-21 12:15:44,5.0
85,2022-05-21 12:30:44,5.0
86,2022-05-21 12:45:44,5.0
87,2022-05-21 13:00:44,5.0
88,2022-05-21 13:15:44,5.0
89,2022-05-21 13:30:44,5.0
90,2022-05-21 13:45:44,5.0
91,2022-05-21 14:00:44,5.0
92,2022-05-21 14:15:44,5.0
93,2022-05-21 14:30:44,5.0
94,2022-05-21 14:45:44,5.0
95,2022-05-21 15:00:44,5.0
96,2022-05-21 15:15:44,5.0
97,2022-05-21 15:30:44,5.0
98,2022-05-21 15:45:44,5.0
99,2022-05-21 16:00:44,5.0
100,2022-05-21 16:15:44,5.0
101,2022-05-21 16:30:44,5.0
102,2022-05-21 16:45:44,5.0
103,2022-05-21 17:00:44,5.0
104,2022-05-21 17:15:44,5.0
105,2022-05-21 17:30:44,5.0
106,2022-05-21 17:45:44,5.0
107,2022-05-21 18:00:44,5.0
108,2022-05-21 18:15:44,5.0
109,2022-05-21 18:30:44,5.0
110,2022-05-21 18:45:44,5.0
111,2022-05-21 19:00:44,5.0
112,2022-05-21 19:15:44,5.0
113,2022-05-21 19:30:44,5.0
114,2022-05-21 19:45:44,5.0
115,2022-05-21 20:00:44,5.0
116,2022-05-21 20:15:44,5.0
117,2022-05-21 20:30:44,5.0
118,2022-05-21 20:45:44,5.0
119,2022-05-21 21:00:44,5.0
120,2022-05-21 21:15:44,5.0
121,2022-05-21 21:30:44,5.0
122,2022-05-21 21:45:44,5.0
123,2022-05-21 22:00:44,5.0
124,2022-05-21 22:15:44,5.0
125,2022-05-21 22:30:44,5.0
126,2022-05-21 22:45:44,5.0
127,2022-05-21 23:00:44,5.0
128,2022-05-21 23:15:44,5.0
129,2022-05-21 23:30:44,5.0
130,2022-05-21 23:45:44,5.0
131,2022-05-22 00:00:44,5.0
132,2022-05-22 00:15:44,5.0
133,2022-05-22 00:30:44,5.0
134,2022-05-22 00:45:44,5.0
135,2022-05-22 01:00:44,5.0
136,2022-05-22 01:15:44,5.0
137,2022-05-22 01:30:44,5.0
